seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	73894593	73894650	58	*	X34008	201292	73885041	73893084	8044	-	1508	upstream	1508	TRIM65
chr17	74732522	74732545	24	*	X34144	79157	74732272	74775336	43065	+	0	inside	249	MFSD11
chr17	74732522	74732545	24	*	X34144	693221	74732532	74732630	99	-	0	overlapEnd	84	MIR636
chr17	75393044	75393088	45	*	X34219	100422851	75393066	75393136	71	-	0	overlapEnd	47	MIR4316
chr17	75394531	75394647	117	*	X34220	100422851	75393066	75393136	71	-	1394	upstream	1394	MIR4316
chr17	76107747	76107876	130	*	X34355	100131096	76103483	76107880	4398	-	0	inside	3	NA
chr17	76108340	76108654	315	*	X34356	100131096	76103483	76107880	4398	-	459	upstream	459	NA
chr17	76108835	76108841	7	*	X34357	100131096	76103483	76107880	4398	-	954	upstream	954	NA
chr17	76108931	76109104	174	*	X34358	100131096	76103483	76107880	4398	-	1050	upstream	1050	NA
chr17	76109172	76109291	120	*	X34359	100131096	76103483	76107880	4398	-	1291	upstream	1291	NA
chr17	76109480	76109659	180	*	X34360	100131096	76103483	76107880	4398	-	1599	upstream	1599	NA
chr17	78390866	78390881	16	*	X34675	100294362	78325631	78388968	63338	-	1897	upstream	1897	RNF213-AS1
chr17	79214793	79214897	105	*	X34884	146705	79202077	79212891	10815	-	1901	upstream	1901	TEPSIN
chr17	79635194	79635201	8	*	X34976	339229	79632066	79633618	1553	-	1575	upstream	1575	OXLD1
chr17	79648872	79649007	136	*	X34986	9146	79650962	79669151	18190	+	1954	upstream	1954	HGS
chr17	79668447	79668596	150	*	X35010	1468	79670400	79688046	17647	+	1803	upstream	1803	SLC25A10
chr17	79668447	79668596	150	*	X35010	6182	79670400	79674556	4157	+	1803	upstream	1803	MRPL12
chr17	79668702	79668821	120	*	X35011	1468	79670400	79688046	17647	+	1578	upstream	1578	SLC25A10
chr17	79668702	79668821	120	*	X35011	6182	79670400	79674556	4157	+	1578	upstream	1578	MRPL12
chr17	79668832	79668966	135	*	X35012	1468	79670400	79688046	17647	+	1433	upstream	1433	SLC25A10
chr17	79668832	79668966	135	*	X35012	6182	79670400	79674556	4157	+	1433	upstream	1433	MRPL12
chr17	79847526	79847660	135	*	X35062	51529	79849599	79858363	8765	+	1938	upstream	1938	ANAPC11
chr17	79870483	79870632	150	*	X35081	5833	79860777	79869340	8564	-	1142	upstream	1142	PCYT2
chr17	79876689	79876902	214	*	X35088	51547	79869815	79876058	6244	-	630	upstream	630	SIRT7
chr17	79877676	79877877	202	*	X35089	51547	79869815	79876058	6244	-	1617	upstream	1617	SIRT7
chr17	79987702	79987904	203	*	X35154	5881	79989532	79992080	2549	+	1627	upstream	1627	RAC3
chr17	79988635	79988791	157	*	X35155	5881	79989532	79992080	2549	+	740	upstream	740	RAC3
chr18	660172	660306	135	*	X35504	494514	649620	658340	8721	-	1831	upstream	1831	TYMSOS
chr18	19262255	19262404	150	*	X35756	100302135	19263471	19263558	88	+	1066	upstream	1066	MIR320C1
chr18	46196723	46196902	180	*	X35997	100616366	46196971	46197039	69	+	68	upstream	68	MIR4743
chr18	47808714	47808725	12	*	X36101	4152	47793252	47808144	14893	-	569	upstream	569	MBD1
chr18	47809612	47809880	269	*	X36102	4152	47793252	47808144	14893	-	1467	upstream	1467	MBD1
chr18	47809925	47810088	164	*	X36103	4152	47793252	47808144	14893	-	1780	upstream	1780	MBD1
chr18	77805888	77806022	135	*	X36465	100506070	77806900	77839206	32307	+	877	upstream	877	RBFADN
chr19	542156	542335	180	*	X36512	3004	544034	549920	5887	+	1698	upstream	1698	GZMM
chr19	802997	803266	270	*	X36567	100616459	804940	805001	62	+	1673	upstream	1673	MIR4745
chr19	803417	803596	180	*	X36568	100616459	804940	805001	62	+	1343	upstream	1343	MIR4745
chr19	803837	804031	195	*	X36569	100616459	804940	805001	62	+	908	upstream	908	MIR4745
chr19	804737	804871	135	*	X36570	100616459	804940	805001	62	+	68	upstream	68	MIR4745
chr19	804874	804993	120	*	X36571	100616459	804940	805001	62	+	0	overlapStart	0	MIR4745
chr19	1271061	1271181	121	*	X36755	148046	1267470	1270259	2790	-	801	upstream	801	CIRBP-AS1
chr19	1271212	1271331	120	*	X36756	148046	1267470	1270259	2790	-	952	upstream	952	CIRBP-AS1
chr19	1271495	1271976	482	*	X36757	148046	1267470	1270259	2790	-	1235	upstream	1235	CIRBP-AS1
chr19	1273521	1273521	1	*	X36760	55009	1275520	1279243	3724	+	1998	upstream	1998	FAM174C
chr19	1274227	1274229	3	*	X36761	55009	1275520	1279243	3724	+	1290	upstream	1290	FAM174C
chr19	1274350	1274421	72	*	X36762	55009	1275520	1279243	3724	+	1098	upstream	1098	FAM174C
chr19	1274512	1274646	135	*	X36763	55009	1275520	1279243	3724	+	873	upstream	873	FAM174C
chr19	1816260	1816350	91	*	X36877	100302210	1816158	1816237	80	-	22	upstream	22	MIR1909
chr19	1817466	1817759	294	*	X36878	100302210	1816158	1816237	80	-	1228	upstream	1228	MIR1909
chr19	1820085	1820254	170	*	X36884	100288123	1822088	1824542	2455	+	1833	upstream	1833	LOC100288123
chr19	1821388	1821614	227	*	X36885	100288123	1822088	1824542	2455	+	473	upstream	473	LOC100288123
chr19	1821833	1821914	82	*	X36886	100288123	1822088	1824542	2455	+	173	upstream	173	LOC100288123
chr19	1822185	1822319	135	*	X36887	100288123	1822088	1824542	2455	+	0	inside	96	LOC100288123
chr19	2233872	2234171	300	*	X37098	100302283	2234061	2234148	88	-	0	includeFeature	0	MIR1227
chr19	2247012	2247161	150	*	X37105	268	2249113	2252072	2960	+	1951	upstream	1951	AMH
chr19	2247565	2247881	317	*	X37106	268	2249113	2252072	2960	+	1231	upstream	1231	AMH
chr19	2429809	2429973	165	*	X37122	26517	2425622	2427875	2254	-	1933	upstream	1933	TIMM13
chr19	3963157	3963291	135	*	X37295	693222	3961412	3961510	99	-	1646	upstream	1646	MIR637
chr19	3982555	3982779	225	*	X37309	26812	3982505	3982570	66	-	0	overlapStart	0	SNORD37
chr19	3983276	3983664	389	*	X37310	26812	3982505	3982570	66	-	705	upstream	705	SNORD37
chr19	3983725	3983859	135	*	X37311	26812	3982505	3982570	66	-	1154	upstream	1154	SNORD37
chr19	3984370	3984504	135	*	X37312	26812	3982505	3982570	66	-	1799	upstream	1799	SNORD37
chr19	4444520	4444639	120	*	X37436	100616371	4445975	4446045	71	+	1335	upstream	1335	MIR4746
chr19	4444820	4444928	109	*	X37437	100616371	4445975	4446045	71	+	1046	upstream	1046	MIR4746
chr19	4930879	4931021	143	*	X37593	100616337	4932699	4932752	54	+	1677	upstream	1677	MIR4747
chr19	4931132	4931220	89	*	X37594	100616337	4932699	4932752	54	+	1478	upstream	1478	MIR4747
chr19	4932604	4932753	150	*	X37595	100616337	4932699	4932752	54	+	0	includeFeature	0	MIR4747
chr19	5784244	5784500	257	*	X37828	163154	5782971	5784776	1806	-	0	inside	275	PRR22
chr19	5786294	5786488	195	*	X37829	163154	5782971	5784776	1806	-	1517	upstream	1517	PRR22
chr19	5786624	5786709	86	*	X37830	163154	5782971	5784776	1806	-	1847	upstream	1847	PRR22
chr19	5786740	5786893	154	*	X37831	163154	5782971	5784776	1806	-	1963	upstream	1963	PRR22
chr19	6416380	6416499	120	*	X37962	100500888	6416421	6416522	102	-	0	overlapEnd	22	MIR3940
chr19	6416688	6416807	120	*	X37963	100500888	6416421	6416522	102	-	165	upstream	165	MIR3940
chr19	6417693	6417827	135	*	X37964	100500888	6416421	6416522	102	-	1170	upstream	1170	MIR3940
chr19	6417850	6417936	87	*	X37965	100500888	6416421	6416522	102	-	1327	upstream	1327	MIR3940
chr19	6417945	6418179	235	*	X37966	100500888	6416421	6416522	102	-	1422	upstream	1422	MIR3940
chr19	6418345	6418494	150	*	X37967	100500888	6416421	6416522	102	-	1822	upstream	1822	MIR3940
chr19	8374668	8374772	105	*	X38272	51293	8367011	8373240	6230	-	1427	upstream	1427	CD320
chr19	10218338	10218348	11	*	X38365	692229	10218327	10218411	85	+	0	inside	10	SNORD105
chr19	10218522	10218738	217	*	X38366	100113382	10220425	10220516	92	+	1686	upstream	1686	SNORD105B
chr19	10219152	10219259	108	*	X38367	100113382	10220425	10220516	92	+	1165	upstream	1165	SNORD105B
chr19	10220149	10220268	120	*	X38368	100113382	10220425	10220516	92	+	156	upstream	156	SNORD105B
chr19	10220149	10220268	120	*	X38368	5032	10222197	10226064	3868	+	1928	upstream	1928	P2RY11
chr19	10220397	10220568	172	*	X38369	100113382	10220425	10220516	92	+	0	includeFeature	0	SNORD105B
chr19	10220397	10220568	172	*	X38369	5032	10222197	10226064	3868	+	1628	upstream	1628	P2RY11
chr19	10220667	10220831	165	*	X38370	5032	10222197	10226064	3868	+	1365	upstream	1365	P2RY11
chr19	10221012	10221206	195	*	X38371	5032	10222197	10226064	3868	+	990	upstream	990	P2RY11
chr19	10221282	10221626	345	*	X38372	5032	10222197	10226064	3868	+	570	upstream	570	P2RY11
chr19	10221672	10221881	210	*	X38373	5032	10222197	10226064	3868	+	315	upstream	315	P2RY11
chr19	10221943	10222182	240	*	X38374	5032	10222197	10226064	3868	+	14	upstream	14	P2RY11
chr19	10222272	10222293	22	*	X38375	5032	10222197	10226064	3868	+	0	inside	74	P2RY11
chr19	10395679	10395828	150	*	X38435	3386	10397643	10399260	1618	+	1814	upstream	1814	ICAM4
chr19	10421492	10421568	77	*	X38436	100125288	10415479	10420233	4755	-	1258	upstream	1258	ZGLP1
chr19	10421599	10421733	135	*	X38437	100125288	10415479	10420233	4755	-	1365	upstream	1365	ZGLP1
chr19	10662805	10662909	105	*	X38499	100302226	10662798	10662880	83	+	0	overlapEnd	6	MIR1238
chr19	10823585	10823675	91	*	X38541	1785	10823794	10944160	120367	+	118	upstream	118	DNM2
chr19	10823688	10823718	31	*	X38542	1785	10823794	10944160	120367	+	75	upstream	75	DNM2
chr19	10823832	10823840	9	*	X38543	1785	10823794	10944160	120367	+	0	inside	37	DNM2
chr19	10823931	10824065	135	*	X38544	1785	10823794	10944160	120367	+	0	inside	136	DNM2
chr19	10889912	10890136	225	*	X38557	100616425	10890930	10891011	82	+	793	upstream	793	MIR4748
chr19	10890572	10890691	120	*	X38558	100616425	10890930	10891011	82	+	238	upstream	238	MIR4748
chr19	10890887	10891051	165	*	X38559	100616425	10890930	10891011	82	+	0	includeFeature	0	MIR4748
chr19	11483998	11484237	240	*	X38762	126074	11485383	11487627	2245	+	1145	upstream	1145	SWSAP1
chr19	12775826	12775945	120	*	X38814	84292	12777618	12786646	9029	+	1672	upstream	1672	WDR83
chr19	12817162	12817461	300	*	X38841	26810	12817263	12817332	70	-	0	includeFeature	0	SNORD41
chr19	13054452	13054751	300	*	X38895	5886	13056628	13064457	7830	+	1876	upstream	1876	RAD23A
chr19	13054779	13054888	110	*	X38896	5886	13056628	13064457	7830	+	1739	upstream	1739	RAD23A
chr19	13055273	13055291	19	*	X38897	5886	13056628	13064457	7830	+	1336	upstream	1336	RAD23A
chr19	13055322	13055486	165	*	X38898	5886	13056628	13064457	7830	+	1141	upstream	1141	RAD23A
chr19	14065291	14065386	96	*	X39016	79883	14042000	14064204	22205	-	1086	upstream	1086	PODNL1
chr19	14198463	14198617	155	*	X39053	646457	14192444	14196607	4164	-	1855	upstream	1855	C19orf67
chr19	16243102	16243251	150	*	X39306	84941	16244838	16269377	24540	+	1586	upstream	1586	HSH2D
chr19	16244707	16244826	120	*	X39307	84941	16244838	16269377	24540	+	11	upstream	11	HSH2D
chr19	17972297	17972402	106	*	X39628	26780	17973397	17973529	133	+	994	upstream	994	SNORA68
chr19	17972478	17972627	150	*	X39629	26780	17973397	17973529	133	+	769	upstream	769	SNORA68
chr19	17972718	17972942	225	*	X39630	26780	17973397	17973529	133	+	454	upstream	454	SNORA68
chr19	17973502	17973724	223	*	X39631	26780	17973397	17973529	133	+	0	overlapEnd	104	SNORA68
chr19	18497201	18497350	150	*	X39723	9518	18496968	18499986	3019	+	0	inside	232	GDF15
chr19	18497201	18497350	150	*	X39723	100422943	18497372	18497444	73	+	21	upstream	21	MIR3189
chr19	19031202	19031271	70	*	X39833	11316	19010323	19030199	19877	-	1002	upstream	1002	COPE
chr19	19146406	19146511	106	*	X39866	10147	19101697	19144832	43136	-	1573	upstream	1573	SUGP2
chr19	34917397	34917651	255	*	X40221	10054	34919268	34960798	41531	+	1616	upstream	1616	UBA2
chr19	35757870	35758047	178	*	X40312	7392	35759896	35770718	10823	+	1848	upstream	1848	USF2
chr19	36038184	36038280	97	*	X40321	100506469	36031640	36036931	5292	-	1252	upstream	1252	TMEM147-AS1
chr19	36603887	36604346	460	*	X40445	1155	36605888	36616849	10962	+	1541	upstream	1541	TBCB
chr19	36607818	36607868	51	*	X40446	5438	36604611	36606206	1596	-	1611	upstream	1611	POLR2I
chr19	40324521	40324686	166	*	X40778	9149	40315990	40324841	8852	-	0	inside	154	DYRK1B
chr19	40324702	40324971	270	*	X40779	9149	40315990	40324841	8852	-	0	overlapStart	0	DYRK1B
chr19	44098268	44098681	414	*	X41130	79177	44100544	44118649	18106	+	1862	upstream	1862	ZNF576
chr19	44115796	44115990	195	*	X41139	100170229	44116253	44118650	2398	+	262	upstream	262	SRRM5
chr19	44116006	44116155	150	*	X41140	100170229	44116253	44118650	2398	+	97	upstream	97	SRRM5
chr19	45157001	45157165	165	*	X41209	100616355	45156956	45157002	47	-	0	overlapStart	0	MIR4531
chr19	45157312	45157339	28	*	X41210	100616355	45156956	45157002	47	-	309	upstream	309	MIR4531
chr19	45157585	45157716	132	*	X41211	100616355	45156956	45157002	47	-	582	upstream	582	MIR4531
chr19	45157721	45157839	119	*	X41212	100616355	45156956	45157002	47	-	718	upstream	718	MIR4531
chr19	45451524	45451530	7	*	X41283	344	45451542	45452652	1111	+	11	upstream	11	APOC2
chr19	45451764	45451958	195	*	X41284	344	45451542	45452652	1111	+	0	inside	221	APOC2
chr19	45456976	45457080	105	*	X41287	1209	45457842	45496604	38763	+	761	upstream	761	CLPTM1
chr19	45594472	45594493	22	*	X41349	284352	45596431	45650543	54113	+	1937	upstream	1937	PPP1R37
chr19	45911356	45911391	36	*	X41404	10848	45882892	45909607	26716	-	1748	upstream	1748	PPP1R13L
chr19	45911437	45911646	210	*	X41405	10848	45882892	45909607	26716	-	1829	upstream	1829	PPP1R13L
chr19	47728557	47728735	179	*	X41709	100422899	47730199	47730278	80	+	1463	upstream	1463	MIR3190
chr19	48258110	48258227	118	*	X41803	692091	48259110	48259219	110	+	882	upstream	882	SNORD23
chr19	48957184	48957247	64	*	X41878	3770	48958964	48969367	10404	+	1716	upstream	1716	KCNJ14
chr19	48958252	48958487	236	*	X41879	3770	48958964	48969367	10404	+	476	upstream	476	KCNJ14
chr19	48959119	48959343	225	*	X41880	3770	48958964	48969367	10404	+	0	inside	154	KCNJ14
chr19	49118545	49118579	35	*	X41897	54854	49103857	49116694	12838	-	1850	upstream	1850	FAM83E
chr19	49118676	49118825	150	*	X41898	54854	49103857	49116694	12838	-	1981	upstream	1981	FAM83E
chr19	49120695	49120814	120	*	X41903	56848	49122548	49133974	11427	+	1733	upstream	1733	SPHK2
chr19	49993608	49993814	207	*	X41993	26818	49993874	49993956	83	+	59	upstream	59	SNORD33
chr19	49993608	49993814	207	*	X41993	26817	49994164	49994229	66	+	349	upstream	349	SNORD34
chr19	49993608	49993814	207	*	X41993	26816	49994432	49994517	86	+	617	upstream	617	SNORD35A
chr19	49993953	49994072	120	*	X41994	26818	49993874	49993956	83	+	0	overlapEnd	78	SNORD33
chr19	49993953	49994072	120	*	X41994	26817	49994164	49994229	66	+	91	upstream	91	SNORD34
chr19	49993953	49994072	120	*	X41994	26816	49994432	49994517	86	+	359	upstream	359	SNORD35A
chr19	49994478	49994616	139	*	X41995	26816	49994432	49994517	86	+	0	overlapEnd	45	SNORD35A
chr19	50000701	50000744	44	*	X41997	84546	50000976	50001062	87	+	231	upstream	231	SNORD35B
chr19	50166289	50166483	195	*	X42072	83596	50168399	50177173	8775	+	1915	upstream	1915	BCL2L12
chr19	50166493	50166582	90	*	X42073	83596	50168399	50177173	8775	+	1816	upstream	1816	BCL2L12
chr19	50185309	50185638	330	*	X42075	100847074	50185328	50185411	84	+	0	includeFeature	0	MIR5088
chr19	50190194	50190213	20	*	X42084	199800	50191942	50194247	2306	+	1728	upstream	1728	ADM5
chr19	50190990	50191168	179	*	X42085	199800	50191942	50194247	2306	+	773	upstream	773	ADM5
chr19	50193687	50193744	58	*	X42086	126129	50194365	50216988	22624	+	620	upstream	620	CPT1C
chr19	50193925	50193932	8	*	X42087	126129	50194365	50216988	22624	+	432	upstream	432	CPT1C
chr19	50357465	50357634	170	*	X42135	100616313	50357848	50357908	61	+	213	upstream	213	MIR4749
chr19	50357688	50357752	65	*	X42136	100616313	50357848	50357908	61	+	95	upstream	95	MIR4749
chr19	50429845	50429964	120	*	X42192	22809	50431959	50437193	5235	+	1994	upstream	1994	ATF5
chr19	50430079	50430228	150	*	X42193	22809	50431959	50437193	5235	+	1730	upstream	1730	ATF5
chr19	50434354	50434427	74	*	X42194	23636	50410084	50432988	22905	-	1365	upstream	1365	NUP62
chr19	50434354	50434427	74	*	X42194	259307	50390639	50432988	42350	-	1365	upstream	1365	IL4I1
chr19	50434354	50434427	74	*	X42194	100616483	50436321	50436394	74	+	1893	upstream	1893	MIR4751
chr19	51302171	51302470	300	*	X42260	692203	51302286	51302382	97	-	0	includeFeature	0	SNORD88B
chr19	51302591	51303025	435	*	X42261	692203	51302286	51302382	97	-	208	upstream	208	SNORD88B
chr19	51302591	51303025	435	*	X42261	692202	51302696	51302792	97	-	0	includeFeature	0	SNORD88A
chr19	51303476	51303625	150	*	X42262	692203	51302286	51302382	97	-	1093	upstream	1093	SNORD88B
chr19	51303476	51303625	150	*	X42262	692202	51302696	51302792	97	-	683	upstream	683	SNORD88A
chr19	51306019	51306102	84	*	X42263	692204	51305582	51305678	97	-	340	upstream	340	SNORD88C
chr19	52196639	52196751	113	*	X42284	147650	52196593	52208443	11851	+	0	inside	45	SPACA6
chr19	52395663	52395666	4	*	X42287	84765	52359056	52394145	35090	-	1517	upstream	1517	ZNF577
chr19	54703524	54703641	118	*	X42454	6203	54704726	54711515	6790	+	1084	upstream	1084	RPS9
chr19	55693528	55693662	135	*	X42497	6861	55684469	55691720	7252	-	1807	upstream	1807	SYT5
chr19	55741265	55741380	116	*	X42511	255043	55738002	55740632	2631	-	632	upstream	632	TMEM86B
chr19	55742406	55742587	182	*	X42512	255043	55738002	55740632	2631	-	1773	upstream	1773	TMEM86B
chr19	56185116	56185282	167	*	X42610	29924	56186561	56207133	20573	+	1278	upstream	1278	EPN1
chr19	56185676	56185810	135	*	X42611	29924	56186561	56207133	20573	+	750	upstream	750	EPN1
chr19	58130331	58130450	120	*	X42747	10520	58131794	58154147	22354	+	1343	upstream	1343	ZNF211
chr19	58905959	58906108	150	*	X42817	646862	58907457	58908446	990	+	1348	upstream	1348	RNF225
chr19	58906184	58906543	360	*	X42818	646862	58907457	58908446	990	+	913	upstream	913	RNF225
chr19	59066857	59067020	164	*	X42849	27243	59062933	59066486	3554	-	370	upstream	370	CHMP2A
chr19	59067505	59067666	162	*	X42850	27243	59062933	59066486	3554	-	1018	upstream	1018	CHMP2A
chr19	59067805	59068192	388	*	X42851	27243	59062933	59066486	3554	-	1318	upstream	1318	CHMP2A
chr19	59068533	59068732	200	*	X42852	100131691	59070553	59086164	15612	+	1820	upstream	1820	MZF1-AS1
chr2	9613464	9613583	120	*	X43040	285148	9614670	9636672	22003	+	1086	upstream	1086	IAH1
chr2	10281944	10282029	86	*	X43074	348738	10281981	10350942	68962	+	0	overlapStart	0	NA
chr2	27254556	27254660	105	*	X43532	54867	27255774	27264565	8792	+	1113	upstream	1113	TMEM214
chr2	27440402	27440441	40	*	X43581	790	27440258	27466654	26397	+	0	inside	143	CAD
chr2	27440472	27440636	165	*	X43582	790	27440258	27466654	26397	+	0	inside	213	CAD
chr2	27549535	27549699	165	*	X43618	4358	27532360	27548547	16188	-	987	upstream	987	MPV17
chr2	27557980	27558040	61	*	X43620	100505624	27558409	27560670	2262	+	368	upstream	368	GTF3C2-AS1
chr2	27558130	27558324	195	*	X43621	100505624	27558409	27560670	2262	+	84	upstream	84	GTF3C2-AS1
chr2	27663803	27663937	135	*	X43649	200634	27665233	27669348	4116	+	1295	upstream	1295	KRTCAP3
chr2	27664043	27664177	135	*	X43650	200634	27665233	27669348	4116	+	1055	upstream	1055	KRTCAP3
chr2	27664223	27664552	330	*	X43651	200634	27665233	27669348	4116	+	680	upstream	680	KRTCAP3
chr2	27664643	27664853	211	*	X43652	200634	27665233	27669348	4116	+	379	upstream	379	KRTCAP3
chr2	37309697	37309699	3	*	X43830	253635	37311594	37323738	12145	+	1894	upstream	1894	GPATCH11
chr2	54087365	54087486	122	*	X44205	10936	54080050	54087170	7121	-	194	upstream	194	GPR75
chr2	54087365	54087486	122	*	X44205	51130	53897117	54087170	190054	-	194	upstream	194	ASB3
chr2	55461422	55461541	120	*	X44273	130162	55399687	55459699	60013	-	1722	upstream	1722	CLHC1
chr2	69748063	69748107	45	*	X44555	100124535	69747177	69747303	127	-	759	upstream	759	SNORA36C
chr2	74590305	74590439	135	*	X44861	57835	74438731	74590554	151824	-	0	inside	114	SLC4A5
chr2	74590530	74590654	125	*	X44862	57835	74438731	74590554	151824	-	0	overlapStart	0	SLC4A5
chr2	74591869	74591988	120	*	X44863	57835	74438731	74590554	151824	-	1314	upstream	1314	SLC4A5
chr2	74592094	74592213	120	*	X44864	57835	74438731	74590554	151824	-	1539	upstream	1539	SLC4A5
chr2	74592484	74592663	180	*	X44865	57835	74438731	74590554	151824	-	1929	upstream	1929	SLC4A5
chr2	74612187	74612321	135	*	X44886	100189589	74612845	74621008	8164	+	523	upstream	523	DCTN1-AS1
chr2	74708254	74708272	19	*	X44915	64427	74710200	74721691	11492	+	1927	upstream	1927	TTC31
chr2	74753594	74753743	150	*	X44930	165545	74745258	74753408	8151	-	185	upstream	185	DQX1
chr2	74754664	74754798	135	*	X44931	165545	74745258	74753408	8151	-	1255	upstream	1255	DQX1
chr2	74754664	74754798	135	*	X44931	27429	74756532	74760683	4152	+	1733	upstream	1733	HTRA2
chr2	74754929	74755078	150	*	X44932	165545	74745258	74753408	8151	-	1520	upstream	1520	DQX1
chr2	74754929	74755078	150	*	X44932	27429	74756532	74760683	4152	+	1453	upstream	1453	HTRA2
chr2	74755444	74755509	66	*	X44933	27429	74756532	74760683	4152	+	1022	upstream	1022	HTRA2
chr2	74758864	74759058	195	*	X44934	550	74753775	74756974	3200	-	1889	upstream	1889	AUP1
chr2	120125572	120125766	195	*	X45804	130355	120060020	120124404	64385	-	1167	upstream	1167	C2orf76
chr2	128182474	128182743	270	*	X45925	100616187	128181113	128181194	82	-	1279	upstream	1279	MIR4783
chr2	165546276	165546356	81	*	X46407	100337591	165544153	165544287	135	-	1988	upstream	1988	SNORA70F
chr2	178121589	178121723	135	*	X46570	100422824	178120673	178120738	66	-	850	upstream	850	MIR3128
chr2	188420481	188420690	210	*	X46649	7035	188328958	188419219	90262	-	1261	upstream	1261	TFPI
chr2	202022472	202022549	78	*	X46806	65072	202005012	202022515	17504	-	0	overlapStart	0	CFLAR-AS1
chr2	203139426	203139545	120	*	X46837	692110	203141154	203141241	88	+	1608	upstream	1608	SNORD70
chr2	207648398	207648502	105	*	X46906	100422993	207647958	207648032	75	-	365	upstream	365	MIR3130-1
chr2	207649988	207650197	210	*	X46907	100422993	207647958	207648032	75	-	1955	upstream	1955	MIR3130-1
chr2	209118069	209118203	135	*	X46938	100507475	209119957	209120918	962	+	1753	upstream	1753	IDH1-AS1
chr2	219266424	219266603	180	*	X47215	407017	219267369	219267445	77	+	765	upstream	765	MIR26B
chr2	219266694	219266863	170	*	X47216	407017	219267369	219267445	77	+	505	upstream	505	MIR26B
chr2	219267254	219267403	150	*	X47217	407017	219267369	219267445	77	+	0	overlapStart	0	MIR26B
chr2	220043791	220043925	135	*	X47344	27013	220036619	220042732	6114	-	1058	upstream	1058	CNPPD1
chr2	220044321	220044455	135	*	X47345	27013	220036619	220042732	6114	-	1588	upstream	1588	CNPPD1
chr2	220084794	220085034	241	*	X47361	10058	220074488	220085174	10687	-	0	inside	139	ABCB6
chr2	220085335	220085484	150	*	X47362	10058	220074488	220085174	10687	-	160	upstream	160	ABCB6
chr2	220085650	220085799	150	*	X47363	10058	220074488	220085174	10687	-	475	upstream	475	ABCB6
chr2	220086010	220086129	120	*	X47364	10058	220074488	220085174	10687	-	835	upstream	835	ABCB6
chr2	220413712	220413891	180	*	X47425	100423039	220413795	220413869	75	-	0	includeFeature	0	MIR3132
chr2	220414207	220414431	225	*	X47426	100423039	220413795	220413869	75	-	337	upstream	337	MIR3132
chr2	220414837	220414982	146	*	X47427	100423039	220413795	220413869	75	-	967	upstream	967	MIR3132
chr2	220415107	220415220	114	*	X47428	100423039	220413795	220413869	75	-	1237	upstream	1237	MIR3132
chr2	232325295	232325414	120	*	X47568	25826	232325079	232325153	75	-	141	upstream	141	SNORD82
chr2	234184226	234184465	240	*	X47723	677775	234184372	234184649	278	+	0	overlapStart	0	SCARNA5
chr2	234196946	234197110	165	*	X47730	677772	234197322	234197587	266	+	211	upstream	211	SCARNA6
chr2	234197276	234197395	120	*	X47731	677772	234197322	234197587	266	+	0	overlapStart	0	SCARNA6
chr2	240117881	240117964	84	*	X48135	85009	240115027	240117153	2127	-	727	upstream	727	MGC16025
chr2	240117968	240118102	135	*	X48136	85009	240115027	240117153	2127	-	814	upstream	814	MGC16025
chr2	240273881	240274045	165	*	X48138	100616360	240273419	240273499	81	-	381	upstream	381	MIR2467
chr2	240274475	240274624	150	*	X48139	100616360	240273419	240273499	81	-	975	upstream	975	MIR2467
chr2	241498156	241498275	120	*	X48220	285193	241499471	241503431	3961	+	1195	upstream	1195	DUSP28
chr2	242294073	242294207	135	*	X48333	9855	242295664	242434256	138593	+	1456	upstream	1456	FARP2
chr20	1309633	1309751	119	*	X48574	27111	1290555	1309879	19325	-	0	inside	127	SDCBP2
chr20	1309842	1309880	39	*	X48575	27111	1290555	1309879	19325	-	0	overlapStart	0	SDCBP2
chr20	2443732	2443866	135	*	X48636	100113378	2443598	2443693	96	-	38	upstream	38	SNORD119
chr20	2444236	2444415	180	*	X48637	100113378	2443598	2443693	96	-	542	upstream	542	SNORD119
chr20	2634575	2634724	150	*	X48647	692213	2634858	2634932	75	+	133	upstream	133	SNORD110
chr20	2634575	2634724	150	*	X48647	677831	2635713	2635844	132	+	988	upstream	988	SNORA51
chr20	2635310	2635429	120	*	X48648	677831	2635713	2635844	132	+	283	upstream	283	SNORA51
chr20	2635670	2635789	120	*	X48649	677831	2635713	2635844	132	+	0	overlapStart	0	SNORA51
chr20	2819358	2819492	135	*	X48663	64601	2821373	2847378	26006	+	1880	upstream	1880	VPS16
chr20	2819628	2819644	17	*	X48664	64601	2821373	2847378	26006	+	1728	upstream	1728	VPS16
chr20	2844450	2844615	166	*	X48668	5786	2844825	3019315	174491	+	209	upstream	209	PTPRA
chr20	2844916	2845065	150	*	X48669	5786	2844825	3019315	174491	+	0	inside	90	PTPRA
chr20	17944088	17944207	120	*	X49166	692086	17943353	17943589	237	-	498	upstream	498	SNORD17
chr20	17945468	17945548	81	*	X49167	692086	17943353	17943589	237	-	1878	upstream	1878	SNORD17
chr20	18451278	18451412	135	*	X49180	100422875	18451259	18451335	77	+	0	overlapEnd	18	MIR3192
chr20	30194342	30194511	170	*	X49502	100422904	30194989	30195043	55	+	477	upstream	477	MIR3193
